BeladyAggregateDelayCache;12;1;12
0;10;0
1;10;0
1;6;1
1;0;0
2;10;0
3;10;0
4;10;0
1;0;0
5;10;0
5;9;1
5;6;2
5;4;3
1;0;0
6;10;0
5;0;0
7;10;0
5;0;0
8;10;0
8;9;1
5;0;0
1;0;0
9;10;0
1;0;0
10;10;0
5;0;0
1;0;0
11;10;0
11;9;1
1;0;0
1;0;0
12;10;0
13;10;0
1;0;0
14;10;0
14;0;0
1;0;0
15;10;0
15;3;1
15;2;2
2;0;0
16;10;0
2;0;0
17;10;0
18;10;0
15;0;0
14;0;0
15;0;0
19;10;0
1;0;0
0;0;0
15;0;0
20;10;0
20;6;1
0;0;0
21;10;0
15;0;0
0;0;0
9;0;0
0;0;0
22;10;0
11;0;0
0;0;0
7;0;0
20;0;0
20;0;0
20;0;0
20;0;0
2;0;0
9;0;0
8;0;0
11;0;0
23;10;0
8;0;0
8;0;0
20;0;0
8;0;0
8;0;0
24;10;0
8;0;0
8;0;0
25;10;0
0;0;0
26;10;0
27;10;0
0;0;0
0;0;0
0;0;0
28;10;0
29;10;0
11;0;0
11;0;0
30;10;0
31;10;0
31;5;1
31;4;2
32;10;0
17;0;0
7;0;0
33;10;0
34;10;0
35;10;0
0;0;0
36;10;0
37;10;0
0;0;0
38;10;0
39;10;0
39;7;1
40;10;0
40;5;1
40;2;2
41;10;0
0;0;0
40;0;0
42;10;0
40;0;0
7;0;0
43;10;0
43;7;1
17;0;0
44;10;0
44;9;1
0;0;0
11;0;0
45;10;0
3;0;0
46;10;0
46;9;1
47;10;0
47;8;1
48;10;0
47;0;0
49;10;0
11;0;0
50;10;0
51;10;0
51;9;1
52;10;0
52;9;1
53;10;0
53;9;1
53;3;2
53;2;3
53;1;4
53;0;0
54;10;0
53;0;0
55;10;0
11;0;0
56;10;0
43;0;0
57;10;0
7;0;0
58;10;0
59;10;0
60;10;0
61;10;0
62;10;0
63;10;0
63;9;1
63;8;2
63;7;3
64;10;0
3;0;0
65;10;0
66;10;0
67;10;0
3;0;0
68;10;0
69;10;0
70;10;0
71;10;0
71;9;1
7;0;0
72;10;0
7;0;0
39;0;0
73;10;0
74;10;0
75;10;0
76;10;0
77;10;0
78;10;0
79;10;0
80;10;0
81;10;0
82;10;0
82;7;1
82;4;2
82;3;3
83;10;0
24;0;0
84;10;0
85;10;0
7;0;0
86;10;0
87;10;0
88;10;0
89;10;0
89;7;1
86;0;0
90;10;0
52;0;0
52;0;0
91;10;0
92;10;0
92;9;1
92;8;2
86;0;0
93;10;0
94;10;0
95;10;0
86;0;0
96;10;0
97;10;0
98;10;0
99;10;0
7;0;0
100;10;0
86;0;0
101;10;0
102;10;0
103;10;0
86;0;0
104;10;0
105;10;0
105;9;1
106;10;0
83;0;0
107;10;0
108;10;0
35;10;0
109;10;0
110;10;0
111;10;0
111;6;1
112;10;0
112;9;1
63;0;0
113;10;0
63;0;0
114;10;0
63;0;0
115;10;0
63;0;0
116;10;0
63;0;0
117;10;0
63;0;0
118;10;0
118;6;1
119;10;0
118;0;0
120;10;0
118;0;0
118;0;0
118;0;0
118;0;0
118;0;0
118;0;0
118;0;0
121;10;0
47;0;0
47;0;0
46;0;0
122;10;0
46;0;0
56;0;0
7;0;0
46;0;0
44;10;0
51;0;0
123;10;0
51;0;0
124;10;0
125;10;0
126;10;0
127;10;0
128;10;0
129;10;0
129;7;1
129;4;2
129;1;3
130;10;0
131;10;0
132;10;0
12;10;0
52;0;0
133;10;0
133;9;1
7;0;0
129;0;0
134;10;0
135;10;0
135;7;1
136;10;0
26;10;0
26;5;1
137;10;0
71;0;0
129;0;0
71;0;0
138;10;0
71;0;0
139;10;0
140;10;0
141;10;0
141;8;1
142;10;0
14;0;0
129;0;0
14;0;0
143;10;0
106;0;0
14;0;0
129;0;0
144;10;0
145;10;0
49;10;0
141;0;0
136;0;0
103;10;0
146;10;0
43;10;0
147;10;0
7;0;0
148;10;0
148;9;1
148;5;2
148;4;3
148;3;4
148;2;5
148;0;0
149;10;0
150;10;0
151;10;0
102;0;0
102;0;0
148;0;0
152;10;0
153;10;0
154;10;0
155;10;0
156;10;0
157;10;0
158;10;0
159;10;0
160;10;0
161;10;0
162;10;0
163;10;0
164;10;0
165;10;0
165;8;1
165;5;2
165;4;3
166;10;0
136;0;0
100;10;0
7;0;0
167;10;0
167;6;1
167;2;2
52;0;0
167;0;0
168;10;0
167;0;0
105;10;0
52;0;0
83;10;0
167;0;0
52;0;0
167;0;0
26;0;0
169;10;0
63;0;0
63;0;0
170;10;0
63;0;0
63;0;0
171;10;0
167;0;0
172;10;0
167;0;0
167;0;0
167;0;0
173;10;0
174;10;0
174;2;1
175;10;0
175;6;1
175;3;2
175;0;0
112;10;0
112;9;1
139;10;0
44;0;0
176;10;0
174;0;0
44;0;0
177;10;0
178;10;0
7;0;0
179;10;0
180;10;0
181;10;0
46;0;0
182;10;0
46;0;0
46;0;0
46;0;0
13;10;0
68;10;0
183;10;0
184;10;0
184;0;0
46;0;0
46;0;0
26;0;0
185;10;0
185;9;1
184;0;0
12;10;0
186;10;0
186;9;1
184;0;0
187;10;0
83;0;0
184;0;0
188;10;0
189;10;0
184;0;0
190;10;0
190;9;1
184;0;0
191;10;0
184;0;0
55;10;0
184;0;0
142;10;0
114;10;0
141;0;0
154;0;0
192;10;0
184;0;0
193;10;0
194;10;0
56;10;0
195;10;0
141;0;0
196;10;0
197;10;0
198;10;0
199;10;0
200;10;0
201;10;0
141;0;0
141;0;0
202;10;0
202;9;1
202;8;2
202;7;3
7;0;0
181;0;0
203;10;0
181;0;0
204;10;0
204;9;1
66;10;0
49;10;0
205;10;0
206;10;0
207;10;0
208;10;0
190;0;0
209;10;0
52;0;0
210;10;0
52;0;0
211;10;0
211;4;1
212;10;0
213;10;0
109;10;0
214;10;0
214;9;1
26;0;0
7;0;0
215;10;0
216;10;0
217;10;0
218;10;0
219;10;0
219;3;1
102;10;0
219;0;0
220;10;0
220;9;1
174;0;0
221;10;0
16;10;0
219;0;0
222;10;0
223;10;0
219;0;0
224;10;0
225;10;0
167;0;0
226;10;0
227;10;0
227;9;1
167;0;0
228;10;0
26;0;0
173;10;0
167;0;0
229;10;0
83;10;0
167;0;0
116;10;0
230;10;0
167;0;0
171;10;0
167;0;0
7;0;0
231;10;0
231;8;1
167;0;0
232;10;0
167;0;0
207;0;0
167;0;0
233;10;0
167;0;0
234;10;0
190;0;0
235;10;0
167;0;0
112;0;0
112;0;0
112;0;0
167;0;0
236;10;0
212;0;0
167;0;0
167;0;0
237;10;0
238;10;0
238;6;1
238;1;2
167;0;0
238;0;0
239;10;0
